CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,Website,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,Latitude,Longitude,AdmFName1,AdmLName1,AdmEmail1,AdmFName2,AdmLName2,AdmEmail2,AdmFName3,AdmLName3,AdmEmail3,LastUpdate
24753170123091,0600033,12656,Active,Merced,Dos Palos Oro Loma Joint Unified,Westside Community Day Middle High,22368 South Sixth Street,22368 South Sixth St.,South Dos Palos,93665,CA,2041 Almond Avenue,2041 Almond Ave.,Dos Palos,93620-2303,CA,(209) 392-0280,,www.dpol.net,2010-07-01,,0,,,54,Unified School District,69,District Community Day Schools,COMMDAY,Community Day School,INTMIDJR,Intermediate/Middle/Junior High,7-12,8,N,0,36.961593,-120.65504,Frank,Lemos,flemos@dpol.net,,,,,,,2015-06-18
24753172430015,0600033,07695,Active,Merced,Dos Palos Oro Loma Joint Unified,Westside High,22368 South Sixth Street,22368 South Sixth St.,South Dos Palos,93665,CA,2041 Almond Street,2041 Almond St.,Dos Palos,93620,CA,(209) 392-0280,,www.dpol.net,1980-07-01,,0,,,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,10-12,N,0,36.961593,-120.65504,Frank,Lemos,flemos@dpol.net,,,,,,,2016-07-01
24753172431203,0600033,01258,Active,Merced,Dos Palos Oro Loma Joint Unified,Dos Palos High,1701 East Blossom Street,1701 East Blossom St.,Dos Palos,93620-2706,CA,1701 East Blossom Street,1701 East Blossom St.,Dos Palos,93620-2706,CA,(209) 392-0300,,www.dpol.net,1980-07-01,,0,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,36.986381,-120.62425,Heather,Ruiz,hruiz@dpol.net,Megan,Grijalva,mgrijalva@dpol.net,,,,2016-07-01
24753176025423,0600033,01255,Active,Merced,Dos Palos Oro Loma Joint Unified,Bryant Middle,16695 North Bryant Road,16695 North Bryant Rd.,Dos Palos,93620-9405,CA,16695 North Bryant Road,16695 North Bryant Rd.,Dos Palos,93620-9405,CA,(209) 392-0240,,www.dpol.net,1980-07-01,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,36.977665,-120.6086,Laura,Andrews,landrews@dpol.net,Dana,Reyes,dreyes@dpol.net,,,,2016-07-01
24753176025431,0600033,01256,Active,Merced,Dos Palos Oro Loma Joint Unified,Dos Palos Elementary,2149 Almond Street,2149 Almond St.,Dos Palos,93620-2305,CA,2149 Almond Street,2149 Almond St.,Dos Palos,93620-2305,CA,(209) 392-0260,,www.dpol.net,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-2,K-2,N,0,36.984858,-120.63001,Dannette,Bryson,dbryson@dpol.net,,,,,,,2016-08-31
24753176112940,0600033,04680,Active,Merced,Dos Palos Oro Loma Joint Unified,Bernhard Marks Elementary,1717 Valeria Street,1717 Valeria St.,Dos Palos,93620-2648,CA,1717 Valeria Street,1717 Valeria St.,Dos Palos,93620-2648,CA,(209) 392-0250,,www.dpol.net,1995-08-28,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,3-5,3-5,N,0,36.981712,-120.62443,Manuel,Cavazos,mcavazos@dpol.net,,,,,,,2016-08-31
24753660105817,0600039,10965,Active,Merced,Delhi Unified,Harmony Elementary,16464 West August Avenue,16464 West August Ave.,Delhi,95315,CA,9716 Hinton Avenue,9716 Hinton Ave.,Delhi,95315,CA,(209) 656-2010,3103,www.delhi.k12.ca.us,2004-08-02,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,37.419624,-120.78713,Kay,Malhi,kmalhi@delhiusd.org,,,,,,,2016-08-23
24753660114538,0600039,11971,Active,Merced,Delhi Unified,Shattuck Independent Study,10082 Vincent Road,10082 Vincent Rd.,Delhi,95315,CA,9716 Hinton Avenue,9716 Hinton Ave.,Delhi,95315,CA,(209) 656-2012,,www.delhi.k12.ca.us,2006-07-31,,0,,,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,9-12,10-12,N,0,37.435169,-120.77648,Francisca,Briones,francisca@delhi.k12.ca.us,,,,,,,2016-05-10
24753662430114,0600039,07540,Active,Merced,Delhi Unified,Delhi High,16881 West Schendel Avenue,16881 West Schendel Ave.,Delhi,95315,CA,9716 Hinton Avenue,9716 Hinton Ave.,Delhi,95315,CA,(209) 656-2050,5102,www.delhi.k12.ca.us/,1998-08-11,,0,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,37.426842,-120.79356,Vincent,Gonzalez,vgonzalez@delhiusd.org,,,,,,,2016-08-23
24753662430197,0600039,08524,Active,Merced,Delhi Unified,Shattuck Educational Park,10082 Vincent Road,10082 Vincent Rd.,Delhi,95315,CA,9716 Hinton Avenue,9716 Hinton Ave.,Delhi,95315,CA,(209) 656-2012,,www.delhi.k12.ca.us,2000-08-07,,0,,,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,10-12,N,0,37.435169,-120.77648,Francisca,Briones,francisca@delhi.k12.ca.us,,,,,,,2016-05-10
24753666025407,0600039,01212,Active,Merced,Delhi Unified,El Capitan Elementary,10115 Fifth Street,10115 Fifth St.,Delhi,95315-9752,CA,9716 Hinton Avenue,9716 Hinton Ave.,Delhi,95315,CA,(209) 656-2010,4106,www.delhi.k12.ca.us,1953-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,37.435621,-120.77209,Gena,Buchanan,gbuchanan@delhiusd.org,,,,,,,2016-08-23
24753666025415,0600039,01213,Active,Merced,Delhi Unified,Schendel Elementary,16114 Schendel Avenue,16114 Schendel Ave.,Delhi,95315-0338,CA,9716 Hinton Avenue,9716 Hinton Ave.,Delhi,95315,CA,(209) 656-2000,4232,www.delhi.k12.ca.us,1952-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,37.427921,-120.77913,Regina,Diaz,rdiaz@delhiusd.org,,,,,,,2016-08-23
25102562530038,0691093,09063,Active,Modoc,Modoc County Office of Education,Modoc County Juvenile Court,Corner Of County Rds. 82 & 161,Corner Of County Rds. 82 & 161,Canby,96015-0133,CA,PO Box 133,PO Box 133,Canby,96015-0133,CA,(530) 233-5215,,http://modoccoe.k12.ca.us,1980-07-01,,0,,,00,County Office of Education (COE),14,Juvenile Court Schools,JUV,Juvenile Court School,HS,High School,K-12,8-12,N,0,34.832949,-95.061883,Misti,Norby,mnorby@modoccoe.k12.ca.us,,,,,,,2016-01-30
25102566069314,0691093,03758,Active,Modoc,Modoc County Office of Education,Modoc County Special Education,139 Henderson Street,139 Henderson St.,Alturas,96101-3921,CA,139 Henderson Street,139 Henderson St.,Alturas,96101,CA,(530) 233-7110,,http://modoccoe.k12.ca.us,1980-07-01,,0,,,00,County Office of Education (COE),09,Special Education Schools (Public),SPEC,Special Education School,ELEMHIGH,Elementary-High Combination,P-12,1-12,N,0,41.480773,-120.54388,Marian,Hall,mhall@modoccoe.k12.ca.us,,,,,,,2015-06-18
25735852535409,0625190,03764,Active,Modoc,Modoc Joint Unified,Modoc High,900 North Main Street,900 North Main St.,Alturas,96101-3376,CA,900 North Main Street,900 North Main St.,Alturas,96101-3376,CA,(530) 233-7201,401,www.modoc.k12.ca.us,1980-07-01,,0,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,0,41.49173,-120.54247,Brian,Norby,bnorby@modoc.k12.ca.us,Kristin,Witt,kwitt@modoc.k12.ca.us,,,,2016-09-13
26102640124990,0691052,12994,Active,Mono,Mono County Office of Education,Urban Corps of San Diego County Charter,3127 Jefferson Street,3127 Jefferson St.,San Diego,92110-4422,CA,3127 Jefferson Street,3127 Jefferson St.,San Diego,92110-4422,CA,(619) 235-6884,,www.urbancorpscharter.com,2011-09-06,,1,1355,Locally funded,00,County Office of Education (COE),66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,12,N,0,32.755229,-117.20342,Dan,Thomas,dthomas@urbancorps.org,,,,,,,2016-07-20
26102640126698,0691052,13123,Active,Mono,Mono County Office of Education,Orange County Conservation Corps Charter,1548 East Walnut Avenue,1548 East Walnut Ave.,Fullerton,92831-4719,CA,1548 East Walnut Avenue,1548 East Walnut Ave.,Fullerton,92831-4719,CA,(714) 956-6222,234,www.monocoe.org,2012-07-01,,1,1433,Locally funded,00,County Office of Education (COE),66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,12,N,0,33.868356,-117.89989,Frank,Zepeda,fzepeda@hireyouth.org,,,,,,,2015-06-18
26102640128637,0691052,13710,Active,Mono,Mono County Office of Education,TIOGA Community,132 Lee Vining Avenue,132 Lee Vining Ave.,Lee Vining,93541,CA,PO Box 130,PO Box 130,Mammoth Lakes,93546,CA,(760) 934-0031,130,www.monocoe.org,2013-08-19,,0,,,00,County Office of Education (COE),10,County Community,COMM,County Community School,HS,High School,7-12,10-12,N,0,37.955838,-119.12082,Janet,Hunt,jhunt@monocoe.org,,,,,,,2015-06-18
26102640128645,0691052,13701,Active,Mono,Mono County Office of Education,Sawtooth Ridge Community,111591 Highway 395,111591 Hwy. 395,Coleville,96107-9797,CA,PO Box 130,PO Box 130,Mammoth Lakes,93546,CA,(760) 934-0031,132,www.monocoe.org,2013-08-19,,0,,,00,County Office of Education (COE),10,County Community,COMM,County Community School,HS,High School,7-12,12,N,0,38.568307,-119.50937,Janet,Hunt,jhunt@monocoe.org,,,,,,,2015-06-18
26102642630028,0691052,06046,Active,Mono,Mono County Office of Education,Jan Work Community,451 Sierra Park Road,451 Sierra Park Rd.,Mammoth Lakes,93546,CA,PO Box 477,PO Box 477,Bridgeport,93517,CA,(760) 934-0031,,www.monocoe.org,1980-07-01,,0,,,00,County Office of Education (COE),10,County Community,COMM,County Community School,HS,High School,1-12,9-12,N,0,37.643168,-118.96395,Janet,Hunt,jhunt@monocoe.org,,,,,,,2015-06-18
26736682633006,0611870,01325,Active,Mono,Eastern Sierra Unified,Coleville High,111591 Highway 395,111591 Highway 395,Coleville,96107-0064,CA,111591 Highway 395,111591 Highway 395,Coleville,96107-0064,CA,(530) 495-2231,,www.esusd.org,1980-07-01,,0,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,38.430504,-119.45119,Steven,Childs,schilds@esusd.org,,,,,,,2015-06-18
26736682635001,0611870,01328,Active,Mono,Eastern Sierra Unified,Lee Vining High,51710 Highway 395,51710 Highway 395,Lee Vining,93541-0268,CA,PO Box 268,PO Box 268,Lee Vining,93541-0268,CA,(760) 647-6366,,www.esusd.org,1980-07-01,,0,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,37.96125,-119.12134,Roger,Yost,ryost@esusd.org,,,,,,,2015-06-18
26736686025910,0611870,01323,Active,Mono,Eastern Sierra Unified,Antelope Elementary,111527 Highway 395,111527 Highway 395,Coleville,96107-2730,CA,111527 Highway 395,111527 Highway 395,Coleville,96107-2730,CA,(530) 495-2231,,www.esusd.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,38.425929,-119.44993,Steven,Childs,schilds@esusd.org,,,,,,,2015-06-18
26736686025928,0611870,01326,Active,Mono,Eastern Sierra Unified,Edna Beaman Elementary,25541 Highway 6,25541 Highway 6,Benton,93512-0947,CA,PO Box 947,PO Box 947,Benton,93512-0947,CA,(760) 933-2397,,www.esusd.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.818597,-118.47712,Don,Clark,dclark@esusd.org,,,,,,,2015-10-09
26736686025936,0611870,01324,Active,Mono,Eastern Sierra Unified,Bridgeport Elementary,209 Kingsley Street,209 Kingsley St.,Bridgeport,93517-0577,CA,PO Box 577,PO Box 577,Bridgeport,93517-0577,CA,(760) 932-7441,,www.esusd.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,38.254882,-119.22681,Don,Clark,dclark@esusd.org,,,,,,,2015-06-18
26736686025951,0611870,01327,Active,Mono,Eastern Sierra Unified,Lee Vining Elementary,132 Lee Vining Avenue,132 Lee Vining Ave.,Lee Vining,93541-0270,CA,PO Box 270,PO Box 270,Lee Vining,93541-0270,CA,(760) 647-6460,,www.esusd.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,37.95575,-119.12047,Roger,Yost,ryost@esusd.org,,,,,,,2015-06-18
26736922630010,0623530,03568,Active,Mono,Mammoth Unified,Mammoth High,365 Sierra Park Road,365 Sierra Park Rd.,Mammoth Lakes,93546,CA,PO Box 3149,PO Box 3149,Mammoth Lakes,93546-3149,CA,(760) 934-8541,,www.mammothusd.org,1980-07-01,,0,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,0,37.64165,-118.9583,Chris,Powell,cpowell@mammothusd.org,,,,,,,2015-06-18
26736922630036,0623530,10259,Active,Mono,Mammoth Unified,Sierra High (Continuation),461 Sierra Park Road,461 Sierra Park Rd.,Mammoth Lakes,93546,CA,PO Box 3509,PO Box 3509,Mammoth Lakes,93546-3509,CA,(760) 934-3702,,www.mammothusd.org,1991-09-03,,0,,,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,10-12,10-12,P,0,37.6395,-118.96754,Lois,Klein,lklein@mammothusd.org,,,,,,,2015-06-18
26736926025969,0623530,03567,Active,Mono,Mammoth Unified,Mammoth Elementary,1500 Meridan Boulevard,1500 Meridan Blvd.,Mammoth Lakes,93546-3209,CA,PO Box 3209,PO Box 3209,Mammoth Lakes,93546-3209,CA,(760) 934-7545,,www.mammothusd.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,P,0,37.640164,-118.96548,Rosanne,Lampariello,rlampariello@mammothusd.org,,,,,,,2015-06-18
26736926112502,0623530,03336,Active,Mono,Mammoth Unified,Mammoth Middle,1600 Meridian Blvd,1600 Meridian Blvd,Mammoth Lakes,93546-2429,CA,PO Box 2429,PO Box 2429,Mammoth Lakes,93546-2429,CA,(760) 934-7072,,www.mammothusd.org,1994-09-07,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,P,0,37.640166,-118.96719,Annie,Rinaldi,arinaldi@mammothusd.org,,,,,,,2015-06-18
27102720112177,0691021,11695,Active,Monterey,Monterey County Office of Education,Monterey Bay Charter,1004 David Avenue,1004 David Ave.,Pacific Grove,93950-5443,CA,1004 David Avenue,1004 David Ave.,Pacific Grove,93950-5443,CA,(831) 655-4638,,www.mbayschool.org,2006-08-23,,1,0799,Directly funded,00,County Office of Education (COE),60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,36.605372,-121.92925,Cassandra,Bridge,cassandra@mbcharterschool.org,,,,,,,2015-08-27
27102720124297,0691021,12864,Active,Monterey,Monterey County Office of Education,Bay View Academy,222 Casa Verde Avenue,222 Casa Verde Ave.,Monterey,93940-3753,CA,222 Casa Verde Avenue,222 Casa Verde Ave.,Monterey,93940-3753,CA,(831) 704-6805,,www.bayview-academy.org,2011-08-15,,1,1306,Directly funded,00,County Office of Education (COE),60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,36.601262,-121.86627,Catherine,Glick,catherine.glick@bayview-academy.org,,,,,,,2015-07-15
27102722730117,0691021,09234,Active,Monterey,Monterey County Office of Education,"Wellington M. Smith, Jr.",1420 Natividad Road,1420 Natividad Rd.,Salinas,93906,CA,PO Box 80851,PO Box 80851,Salinas,93906,CA,(831) 755-3979,,www.monterey.k12.ca.us,1985-05-30,,0,,,00,County Office of Education (COE),14,Juvenile Court Schools,JUV,Juvenile Court School,HS,High School,4-12,7-12,N,0,36.698967,-121.63542,Crystal,Beget,cbeget@monterey.k12.ca.us,,,,,,,2015-06-18
27102726069512,0691021,07551,Active,Monterey,Monterey County Office of Education,Monterey County Special Education,901 Blanco Circle,901 Blanco Cir.,Salinas,93912-0851,CA,PO Box 80851,PO Box 80851,Salinas,93912-0851,CA,(831) 755-0300,,www.monterey.k12.ca.us,1980-07-01,,0,,,00,County Office of Education (COE),09,Special Education Schools (Public),SPEC,Special Education School,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,0,36.65424,-121.63786,Mariphil,Romanow-Cole,mcole@montereycoe.org,,,,,,,2016-08-25
27659610127456,0601950,13182,Active,Monterey,Alisal Union,Monte Bella Elementary,1300 Tuscany Blvd,1300 Tuscany Blvd,Salinas,93905-2292,CA,1300 Tuscany Blvd,1300 Tuscany Blvd,Salinas,93905-2292,CA,(831) 753-5700,4362,www.alisal.org,2013-08-16,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,36.68211,-121.59545,Roberto,Nunez,roberto.nunez@alisal.org,,,,,,,2016-02-03
27659616026009,0601950,00085,Active,Monterey,Alisal Union,Jesse G. Sanchez Elementary,901 North Sanborn Road,901 North Sanborn Rd.,Salinas,93905-1308,CA,901 North Sanborn Road,901 North Sanborn Rd.,Salinas,93905-1308,CA,(831) 753-5760,,www.alisal.org/sanchez/,1980-07-01,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,36.684535,-121.61817,Roberto,Rodriguez,roberto.rodriguez@alisal.org,,,,,,,2015-06-18
27659616106959,0601950,09111,Active,Monterey,Alisal Union,Virginia Rocca Barton Elementary,680 Las Casitas Drive,680 Las Casitas Dr.,Salinas,93905-1200,CA,680 Las Casitas Drive,680 Las Casitas Dr.,Salinas,93905-1200,CA,(831) 753-5770,,www.alisal.org/barton/,1980-07-01,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,36.695975,-121.61405,Alberto,Jaramillo,alberto.jaramillo@alisal.org,,,,,,,2016-06-30
27659616119663,0601950,10558,Active,Monterey,Alisal Union,Oasis Charter Public,1135 Westridge Parkway,1135 Westridge Pkwy.,Salinas,93907-2529,CA,1135 Westridge Parkway,1135 Westridge Pkwy.,Salinas,93907-2529,CA,(831) 424-9003,,www.oasischarterschool.com,2002-08-01,,1,0412,Directly funded,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,36.704495,-121.66818,Juanita,Perea,juanitaperea@oasischarterschool.org,,,,,,,2016-06-29
27659616120273,0601950,10559,Active,Monterey,Alisal Union,"Dr. Martin Luther King, Jr. Academy",925 North Sanborn Road,925 North Sanborn Rd.,Salinas,93905-1308,CA,925 North Sanborn Road,925 North Sanborn Rd.,Salinas,93905-1308,CA,(831) 796-3916,,www.alisal.org/king/,2002-08-21,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,36.684795,-121.61782,Abel,DeLeon,abel.deleon@alisal.org,,,,,,,2015-06-18
27659796026017,0605730,00519,Active,Monterey,Bradley Union Elementary,Bradley Elementary,65600 Dixie Street,65600 Dixie St.,Bradley,93426-0060,CA,PO Box 60,PO Box 60,Bradley,93426-0060,CA,(805) 472-2310,201,http://https://bradleyusd-ca.schoolloop.com/,1865-07-01,,0,,,52,Elementary School District,61,Elemen Schools In 1 School Dist. (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,35.863315,-120.80595,Ian,Trejo,itrejo@bradleyusd.org,,,,,,,2015-08-12
27659956026082,0608580,00854,Active,Monterey,Chualar Union,Chualar Elementary,24285 Lincoln Street,24285 Lincoln St.,Chualar,93925-0188,CA,PO Box 188,PO Box 188,Chualar,93925-0188,CA,(831) 679-2313,,http://chualarusd.org/,1980-07-01,,0,,,52,Elementary School District,61,Elemen Schools In 1 School Dist. (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,36.56956,-121.51415,Roberto,Rios,rrios@chualarusd.org,,,,,,,2015-06-18
27660356026116,0616080,02009,Active,Monterey,Greenfield Union Elementary,Mary Chapa Academy,490 El Camino Real,490 El Camino Real,Greenfield,93927-4914,CA,490 El Camino Real,490 El Camino Real,Greenfield,93927-4914,CA,(831) 674-5586,,www.greenfield.k12.ca.us,1980-07-01,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-6,N,0,36.326585,-121.24815,Sonia,Aramburo,saramburo@greenfield.k12.ca.us,,,,,,,2015-06-18
27660356111637,0616080,02256,Active,Monterey,Greenfield Union Elementary,Cesar Chavez Elementary,250 Apple Avenue,250 Apple Ave.,Greenfield,93927-5354,CA,250 Apple Avenue,250 Apple Ave.,Greenfield,93927-5354,CA,(831) 674-2412,,www.greenfield.k12.ca.us,1993-08-16,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,36.329464,-121.23597,Paddy,Douglas,pdouglas@greenfield.k12.ca.us,,,,,,,2015-06-18
27660506026124,0619680,02361,Active,Monterey,King City Union,Chalone Peaks Middle,667 Meyer Street,667 Meyer St.,King City,93930-2919,CA,667 Meyer Street,667 Meyer St.,King City,93930-2919,CA,(831) 385-4400,,www.kcusd.org,1980-07-01,,0,,,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,36.221845,-121.13517,Matt,Daniels,mdaniels@kcusd.org,,,,,,,2016-07-26
27660766026140,0620490,02472,Active,Monterey,Lagunita Elementary,Lagunita Elementary,975 San Juan Grade Road,975 San Juan Grade Rd.,Salinas,93907-8438,CA,975 San Juan Grade Road,975 San Juan Grade Rd.,Salinas,93907-8438,CA,(831) 449-2800,,http://sites.google.com/site/lagunitaschooldistrict/,1980-07-01,,0,,,52,Elementary School District,61,Elemen Schools In 1 School Dist. (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,36.770806,-121.60595,Nadene,Dermody,ndermody@monterey.k12.ca.us,,,,,,,2015-06-18
